id,section,cluster,wave,title,slug,primary_keyword,volume,kd,intent,evidence,angle_rationale,format,word_count,cta_primary,cta_secondary,hub_link,image_source,image_concept,og_treatment,meta_title,meta_description,schema,status,notes
P094,pt,Habits & Motivation,4,Exercise and mental health: what the evidence really shows,exercise-and-mental-health-what-the-evidence-really-shows,exercise mental health,,,Informational,longtail-unevidenced,"Evidence-cited wellbeing content; sensitive, non-clinical framing",guide,1500,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,"post-workout calm outside gym, golden hour","photo + title band, brand dark/chartreuse, 1200x630",Exercise and mental health: what the evidence really shows | Suth Performance,Evidence-cited wellbeing content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P095,pt,Niche Services,2,Personal trainers for seniors: strength against ageing,personal-trainers-for-seniors-strength-against-ageing,fitness trainer for seniors,140,10,Commercial,semrush,KD10-15 senior cluster capture; evidence-forward,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,"senior strength class, capable and dignified","photo + title band, brand dark/chartreuse, 1200x630",Personal trainers for seniors: strength against ageing | Suth Performance,KD10-15 senior cluster capture. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P096,pt,Niche Services,2,Female personal trainers: why many women prefer them (and finding fit),female-personal-trainers-why-many-women-prefer-them-and-finding-fit,personal trainer near me female,90,14,Transactional,semrush,Preference-intent; our coaching-fit answer; respectful framing,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,"female coach demonstrating row to client, professional","photo + title band, brand dark/chartreuse, 1200x630",Female personal trainers: why many women prefer them (and finding fit) | Suth Performance,Preference-intent. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P097,pt,Niche Services,3,1-on-1 personal training vs group sessions: choosing your format,1-on-1-personal-training-vs-group-sessions-choosing-your-format,personal training 1 on 1,140,9,Informational,semrush,KD9 format-decision; tier-ladder mapping,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,data-graphic,format comparison decision aid,"headline stat rendered as branded card, 1200x630",1-on-1 personal training vs group sessions: choosing your format | Suth Performance,KD9 format-decision. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P098,pt,Niche Services,3,Home personal trainers: how home sessions work (and the online rival),home-personal-trainers-how-home-sessions-work-and-the-online-rival,home personal trainer,140,14,Commercial,semrush,KD14; home-service intent captured then online-converted,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,"coach with kit bag at client's front door, friendly","photo + title band, brand dark/chartreuse, 1200x630",Home personal trainers: how home sessions work (and the online rival) | Suth Performance,KD14. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P099,pt,Niche Services,3,Personal trainer and nutritionist in one: what's realistic,personal-trainer-and-nutritionist-in-one-whats-realistic,personal trainer nutritionist,,,Informational,longtail-unevidenced,Scope-of-practice honesty; combined-support model,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,meal plan and training plan side by side on table,"photo + title band, brand dark/chartreuse, 1200x630",Personal trainer and nutritionist in one: what's realistic | Suth Performance,Scope-of-practice honesty. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P100,pt,Niche Services,4,Muscle-building coaching: when a PT accelerates hypertrophy,muscle-building-coaching-when-a-pt-accelerates-hypertrophy,personal trainer to build muscle,90,14,Informational,semrush,KD14 outcome-specific service post,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,"progressive dumbbell rack focus, gym depth","photo + title band, brand dark/chartreuse, 1200x630",Muscle-building coaching: when a PT accelerates hypertrophy | Suth Performance,KD14 outcome-specific service post. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P101,pt,Niche Services,4,"Strength training for women: the near-me search, answered online",strength-training-for-women-the-near-me-search-answered-online,weight training for women near me,90,13,Transactional,semrush,KD13; near-me intent to online conversion; geo synergy,guide,1500,Free personal fitness assessment,Book a free call with Ben,/coaching,ai-generate,"woman mid goblet squat, strong, everyday gym","photo + title band, brand dark/chartreuse, 1200x630","Strength training for women: the near-me search, answered online | Suth Performance",KD13. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P102,pt,Location Editorial,3,Personal trainer prices in Manchester: what locals pay (2026),personal-trainer-prices-in-manchester-what-locals-pay-2026,personal trainer prices manchester,,,Informational,longtail-unevidenced,Local price-transparency editorial feeding /personal-trainer/manchester; online anchor comparison,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,data-graphic,city price ranges vs online,"headline stat rendered as branded card, 1200x630",Personal trainer prices in Manchester: what locals pay (2026) | Suth Performance,Local price-transparency editorial feeding /personal-trainer/manchester. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P103,pt,Location Editorial,3,Personal trainer prices in Bristol: what locals pay (2026),personal-trainer-prices-in-bristol-what-locals-pay-2026,personal trainer prices bristol,,,Informational,longtail-unevidenced,Local price-transparency editorial feeding /personal-trainer/bristol; online anchor comparison,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,data-graphic,city price ranges vs online,"headline stat rendered as branded card, 1200x630",Personal trainer prices in Bristol: what locals pay (2026) | Suth Performance,Local price-transparency editorial feeding /personal-trainer/bristol. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P104,pt,Location Editorial,3,Personal trainer prices in Birmingham: what locals pay (2026),personal-trainer-prices-in-birmingham-what-locals-pay-2026,personal trainer prices birmingham,,,Informational,longtail-unevidenced,Local price-transparency editorial feeding /personal-trainer/birmingham; online anchor comparison,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,data-graphic,city price ranges vs online,"headline stat rendered as branded card, 1200x630",Personal trainer prices in Birmingham: what locals pay (2026) | Suth Performance,Local price-transparency editorial feeding /personal-trainer/birmingham. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P105,pt,Location Editorial,3,Personal trainer prices in Cardiff: what locals pay (2026),personal-trainer-prices-in-cardiff-what-locals-pay-2026,personal trainer prices cardiff,,,Informational,longtail-unevidenced,Local price-transparency editorial feeding /personal-trainer/cardiff; online anchor comparison,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,data-graphic,city price ranges vs online,"headline stat rendered as branded card, 1200x630",Personal trainer prices in Cardiff: what locals pay (2026) | Suth Performance,Local price-transparency editorial feeding /personal-trainer/cardiff. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P106,pt,Location Editorial,3,Personal trainer prices in London: what locals pay (2026),personal-trainer-prices-in-london-what-locals-pay-2026,personal trainer prices london,90,13,Informational,semrush,Local price-transparency editorial feeding /personal-trainer/london; online anchor comparison,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,data-graphic,city price ranges vs online,"headline stat rendered as branded card, 1200x630",Personal trainer prices in London: what locals pay (2026) | Suth Performance,Local price-transparency editorial feeding /personal-trainer/london. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P107,pt,Location Editorial,4,The best value personal training in the UK might not be near you,best-value-personal-training-in-the-uk-might-not-be-near-you,best personal trainer uk,,,Informational,longtail-unevidenced,Flagship geo-argument editorial; Elite-15-online-vs-local case; links location pages,guide,1500,Free personal fitness assessment,Book a free call with Ben,/personal-trainer,own-photo,ben/ben-coaching-placeholder.jpg,"photo + title band, brand dark/chartreuse, 1200x630",The best value personal training in the UK might not be near you | Suth Performance,Flagship geo-argument editorial. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
P108,pt,PT FAQ,4,Can a personal trainer write my diet plan?,can-a-personal-trainer-write-my-diet-plan,can personal trainer give diet plan,,,Informational,longtail-unevidenced,"FAQ micro-post: 60-word direct answer first, then depth; FAQPage schema; AI-citation format",guide,1500,Free personal fitness assessment,See coaching options,/coaching,ai-generate,relevant candid coaching moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Can a personal trainer write my diet plan? | Suth Performance,"FAQ micro-post: 60-word direct answer first, then depth. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
P109,pt,PT FAQ,4,Do you tip a personal trainer?,do-you-tip-a-personal-trainer,do you tip personal trainer,,,Informational,longtail-unevidenced,"FAQ micro-post: 60-word direct answer first, then depth; FAQPage schema; AI-citation format",guide,1500,Free personal fitness assessment,See coaching options,/coaching,ai-generate,relevant candid coaching moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Do you tip a personal trainer? | Suth Performance,"FAQ micro-post: 60-word direct answer first, then depth. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
P110,pt,PT FAQ,4,Can you share a personal trainer with a friend?,can-you-share-a-personal-trainer-with-a-friend,share personal trainer with friend,,,Informational,longtail-unevidenced,"FAQ micro-post: 60-word direct answer first, then depth; FAQPage schema; AI-citation format",guide,1500,Free personal fitness assessment,See coaching options,/coaching,ai-generate,relevant candid coaching moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Can you share a personal trainer with a friend? | Suth Performance,"FAQ micro-post: 60-word direct answer first, then depth. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
P111,pt,PT FAQ,4,What should I wear to my first PT session?,what-should-i-wear-to-my-first-pt-session,what to wear first pt session,,,Informational,longtail-unevidenced,"FAQ micro-post: 60-word direct answer first, then depth; FAQPage schema; AI-citation format",guide,1500,Free personal fitness assessment,See coaching options,/coaching,ai-generate,relevant candid coaching moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",What should I wear to my first PT session? | Suth Performance,"FAQ micro-post: 60-word direct answer first, then depth. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
P112,pt,PT FAQ,4,What happens at a PT consultation?,what-happens-at-a-pt-consultation,personal trainer consultation,,,Informational,longtail-unevidenced,"FAQ micro-post: 60-word direct answer first, then depth; FAQPage schema; AI-citation format",guide,1500,Free personal fitness assessment,See coaching options,/coaching,ai-generate,relevant candid coaching moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",What happens at a PT consultation? | Suth Performance,"FAQ micro-post: 60-word direct answer first, then depth. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
P113,pt,PT FAQ,4,Do personal trainers judge beginners? (No — here's why),do-personal-trainers-judge-beginners-no-heres-why,do personal trainers judge you,,,Informational,longtail-unevidenced,"FAQ micro-post: 60-word direct answer first, then depth; FAQPage schema; AI-citation format",guide,1500,Free personal fitness assessment,See coaching options,/coaching,ai-generate,relevant candid coaching moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Do personal trainers judge beginners? (No — here's why) | Suth Performance,"FAQ micro-post: 60-word direct answer first, then depth. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
P114,pt,PT FAQ,4,Can I cancel a personal training contract?,can-i-cancel-a-personal-training-contract,cancel personal training contract,,,Informational,longtail-unevidenced,"FAQ micro-post: 60-word direct answer first, then depth; FAQPage schema; AI-citation format",guide,1500,Free personal fitness assessment,See coaching options,/coaching,ai-generate,relevant candid coaching moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Can I cancel a personal training contract? | Suth Performance,"FAQ micro-post: 60-word direct answer first, then depth. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
P115,pt,PT FAQ,4,Is one PT session a week enough?,is-one-pt-session-a-week-enough,is one pt session a week enough,,,Informational,longtail-unevidenced,"FAQ micro-post: 60-word direct answer first, then depth; FAQPage schema; AI-citation format",guide,1500,Free personal fitness assessment,See coaching options,/coaching,ai-generate,relevant candid coaching moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Is one PT session a week enough? | Suth Performance,"FAQ micro-post: 60-word direct answer first, then depth. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
P116,pt,PT FAQ,4,Are gym inductions worth doing?,are-gym-inductions-worth-doing,gym induction worth it,,,Informational,longtail-unevidenced,"FAQ micro-post: 60-word direct answer first, then depth; FAQPage schema; AI-citation format",guide,1500,Free personal fitness assessment,See coaching options,/coaching,ai-generate,relevant candid coaching moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Are gym inductions worth doing? | Suth Performance,"FAQ micro-post: 60-word direct answer first, then depth. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
P117,pt,PT FAQ,4,Personal trainer or physio: who do I need?,personal-trainer-or-physio-who-do-i-need,personal trainer or physiotherapist,,,Informational,longtail-unevidenced,"FAQ micro-post: 60-word direct answer first, then depth; FAQPage schema; AI-citation format",guide,1500,Free personal fitness assessment,See coaching options,/coaching,ai-generate,relevant candid coaching moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Personal trainer or physio: who do I need? | Suth Performance,"FAQ micro-post: 60-word direct answer first, then depth. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
P118,pt,Beginner FAQ,4,How long should a workout be?,how-long-should-a-workout-be,how long should a workout be,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",How long should a workout be? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P119,pt,Beginner FAQ,4,Should you work out every day?,should-you-work-out-every-day,should i workout every day,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Should you work out every day? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P120,pt,Beginner FAQ,4,Is it better to work out in the morning or evening?,is-it-better-to-work-out-in-the-morning-or-evening,best time to workout,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Is it better to work out in the morning or evening? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P121,pt,Beginner FAQ,4,Should you eat before a workout?,should-you-eat-before-a-workout,eat before workout,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Should you eat before a workout? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P122,pt,Beginner FAQ,4,What should you eat after a workout?,what-should-you-eat-after-a-workout,what to eat after workout,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",What should you eat after a workout? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P123,pt,Beginner FAQ,4,How much water should you drink when training?,how-much-water-should-you-drink-when-training,water intake exercise,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",How much water should you drink when training? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P124,pt,Beginner FAQ,4,Is it normal to be sore after every workout?,is-it-normal-to-be-sore-after-every-workout,sore after every workout,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Is it normal to be sore after every workout? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P125,pt,Beginner FAQ,4,Should you work out when sore?,should-you-work-out-when-sore,workout when sore,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Should you work out when sore? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P126,pt,Beginner FAQ,4,Should you exercise with a cold?,should-you-exercise-with-a-cold,exercise with a cold,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Should you exercise with a cold? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P127,pt,Beginner FAQ,4,How many rest days do you need a week?,how-many-rest-days-do-you-need-a-week,how many rest days,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",How many rest days do you need a week? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P128,pt,Beginner FAQ,4,"Do you need to warm up? (Yes, but not how you think)",do-you-need-to-warm-up-yes-but-not-how-you-think,do i need to warm up,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630","Do you need to warm up? (Yes, but not how you think) | Suth Performance","FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P129,pt,Beginner FAQ,4,Is stretching before exercise bad?,is-stretching-before-exercise-bad,stretching before workout,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Is stretching before exercise bad? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P130,pt,Beginner FAQ,4,How much cardio is too much?,how-much-cardio-is-too-much,how much cardio,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",How much cardio is too much? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P131,pt,Beginner FAQ,4,Do you need supplements as a beginner?,do-you-need-supplements-as-a-beginner,supplements for beginners,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Do you need supplements as a beginner? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P132,pt,Beginner FAQ,4,Is creatine worth it?,is-creatine-worth-it,is creatine worth it,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Is creatine worth it? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P133,pt,Beginner FAQ,4,Do fat burners work?,do-fat-burners-work,do fat burners work,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Do fat burners work? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P134,pt,Beginner FAQ,4,Are protein shakes necessary?,are-protein-shakes-necessary,are protein shakes necessary,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Are protein shakes necessary? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P135,pt,Beginner FAQ,4,Should women lift heavy weights?,should-women-lift-heavy-weights,should women lift heavy,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Should women lift heavy weights? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P136,pt,Beginner FAQ,4,Will lifting weights make women bulky?,will-lifting-weights-make-women-bulky,will lifting make me bulky,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Will lifting weights make women bulky? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P137,pt,Beginner FAQ,4,Can you spot-reduce belly fat?,can-you-spot-reduce-belly-fat,how to lose belly fat,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Can you spot-reduce belly fat? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P138,pt,Beginner FAQ,4,How many steps a day do you actually need?,how-many-steps-a-day-do-you-actually-need,how many steps a day,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",How many steps a day do you actually need? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P139,pt,Beginner FAQ,4,Is walking enough exercise?,is-walking-enough-exercise,is walking enough exercise,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",Is walking enough exercise? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
P140,pt,Beginner FAQ,4,What is a good resting heart rate?,what-is-a-good-resting-heart-rate,good resting heart rate,,,Informational,longtail-unevidenced,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth; FAQPage schema",glossary,450,Free personal fitness assessment,Book a free call with Ben,/get-fit,ai-generate,candid gym or home-training moment matching the question,"photo + title band, brand dark/chartreuse, 1200x630",What is a good resting heart rate? | Suth Performance,"FAQ micro-post: 50-word direct answer (snippet/AI-citation target), then coach-level depth. From the Elite 15 HYROX coaching team at Suth Performance.",DefinedTerm + Article + BreadcrumbList,planned,
